Date,Campaign,Platform,Region,Impressions,Clicks,Cost,Conversions,Revenue,CTR,CPC,CPA,ROAS,Month,Quarter
2025-09-07,Summer Sale 2024,Facebook Ads,Europe,42658,1179,1166.06,36,1246.52,2.76,0.99,32.39,1.07,September 2025,Q3 2025
2025-09-07,Summer Sale 2024,Instagram Ads,North America,59159,1271,3154.79,69,3924.82,2.15,2.48,45.72,1.24,September 2025,Q3 2025
2025-09-07,Summer Sale 2024,Instagram Ads,Europe,31038,553,1516.54,28,1410.29,1.78,2.74,54.16,0.93,September 2025,Q3 2025
2025-09-07,Holiday Special,Google Ads,North America,16971,642,1594.18,25,1041.31,3.78,2.48,63.77,0.65,September 2025,Q3 2025
2025-09-07,Holiday Special,Google Ads,Europe,99087,2432,5670.42,168,6881.87,2.45,2.33,33.75,1.21,September 2025,Q3 2025
2025-09-07,Holiday Special,Facebook Ads,North America,77843,3265,9531.81,233,11277.47,4.19,2.92,40.91,1.18,September 2025,Q3 2025
2025-09-07,Holiday Special,Facebook Ads,Europe,64400,1720,5091.67,103,4076.26,2.67,2.96,49.43,0.8,September 2025,Q3 2025
2025-09-07,Holiday Special,Instagram Ads,North America,66481,1106,2991.53,50,2843.69,1.66,2.7,59.83,0.95,September 2025,Q3 2025
2025-09-07,Holiday Special,Instagram Ads,Europe,34217,450,1047.93,14,992.54,1.32,2.33,74.85,0.95,September 2025,Q3 2025
2025-09-07,Back to School,Google Ads,North America,59416,2540,4704.04,159,6672.18,4.27,1.85,29.59,1.42,September 2025,Q3 2025
2025-09-07,Back to School,Google Ads,Europe,62142,2241,2880.03,79,2010.33,3.61,1.29,36.46,0.7,September 2025,Q3 2025
2025-09-07,Back to School,Facebook Ads,North America,56037,2416,3232.66,73,3898.65,4.31,1.34,44.28,1.21,September 2025,Q3 2025
2025-09-07,Back to School,Facebook Ads,Europe,35556,953,2633.52,61,3078.51,2.68,2.76,43.17,1.17,September 2025,Q3 2025
2025-09-07,Back to School,Instagram Ads,North America,39009,1558,3315.22,89,4893.5,3.99,2.13,37.25,1.48,September 2025,Q3 2025
2025-09-07,Back to School,Instagram Ads,Europe,28058,1227,1392.57,26,1057.78,4.37,1.13,53.56,0.76,September 2025,Q3 2025
2025-09-08,Summer Sale 2024,Google Ads,North America,37516,1389,1823.42,84,3442.26,3.7,1.31,21.71,1.89,September 2025,Q3 2025
2025-09-08,Summer Sale 2024,Google Ads,Europe,31447,405,280.54,16,803.88,1.29,0.69,17.53,2.87,September 2025,Q3 2025
2025-09-08,Summer Sale 2024,Facebook Ads,North America,97960,1824,2555.32,43,1718.65,1.86,1.4,59.43,0.67,September 2025,Q3 2025
2025-09-08,Summer Sale 2024,Facebook Ads,Europe,18179,864,2313.8,56,3328.64,4.75,2.68,41.32,1.44,September 2025,Q3 2025
2025-09-08,Summer Sale 2024,Instagram Ads,North America,60939,2230,2566.1,165,8534.75,3.66,1.15,15.55,3.33,September 2025,Q3 2025
2025-09-08,Summer Sale 2024,Instagram Ads,Europe,93297,2601,4293.98,186,11903.78,2.79,1.65,23.09,2.77,September 2025,Q3 2025
2025-09-08,Holiday Special,Google Ads,North America,84567,1281,1962.37,87,3586.44,1.51,1.53,22.56,1.83,September 2025,Q3 2025
2025-09-08,Holiday Special,Google Ads,Europe,33383,370,1078.78,10,448.36,1.11,2.92,107.88,0.42,September 2025,Q3 2025
2025-09-08,Holiday Special,Facebook Ads,North America,79624,1726,4792.97,112,6035.3,2.17,2.78,42.79,1.26,September 2025,Q3 2025
2025-09-08,Holiday Special,Facebook Ads,Europe,88610,3979,3109.39,247,9813.91,4.49,0.78,12.59,3.16,September 2025,Q3 2025
2025-09-08,Holiday Special,Instagram Ads,North America,89676,1141,1321.61,25,699.95,1.27,1.16,52.86,0.53,September 2025,Q3 2025
2025-09-08,Holiday Special,Instagram Ads,Europe,56733,1925,2392.96,73,3670.66,3.39,1.24,32.78,1.53,September 2025,Q3 2025
2025-09-08,Back to School,Google Ads,North America,81363,1023,2755.04,74,2443.4,1.26,2.69,37.23,0.89,September 2025,Q3 2025
2025-09-08,Back to School,Google Ads,Europe,73095,1272,887.12,43,1387.54,1.74,0.7,20.63,1.56,September 2025,Q3 2025
2025-09-08,Back to School,Facebook Ads,North America,61631,701,1371.87,55,2513.53,1.14,1.96,24.94,1.83,September 2025,Q3 2025
2025-09-08,Back to School,Facebook Ads,Europe,60500,1215,1276.43,59,3340.51,2.01,1.05,21.63,2.62,September 2025,Q3 2025
2025-09-08,Back to School,Instagram Ads,North America,82692,1137,3154.11,68,3504.23,1.37,2.77,46.38,1.11,September 2025,Q3 2025
2025-09-08,Back to School,Instagram Ads,Europe,42174,560,1554.95,26,1868.76,1.33,2.78,59.81,1.2,September 2025,Q3 2025
2025-09-09,Summer Sale 2024,Google Ads,North America,59678,2033,5552.75,94,5745.54,3.41,2.73,59.07,1.03,September 2025,Q3 2025
2025-09-09,Summer Sale 2024,Google Ads,Europe,71944,2741,2997.51,139,8082.73,3.81,1.09,21.56,2.7,September 2025,Q3 2025
2025-09-09,Summer Sale 2024,Facebook Ads,North America,41259,799,1971.03,62,2234.48,1.94,2.47,31.79,1.13,September 2025,Q3 2025
2025-09-09,Summer Sale 2024,Facebook Ads,Europe,21190,1045,1225.16,46,1641.79,4.93,1.17,26.63,1.34,September 2025,Q3 2025
2025-09-09,Summer Sale 2024,Instagram Ads,North America,12261,247,346.94,11,470.78,2.01,1.4,31.54,1.36,September 2025,Q3 2025
2025-09-09,Summer Sale 2024,Instagram Ads,Europe,83869,2887,3469.33,93,2261.9,3.44,1.2,37.3,0.65,September 2025,Q3 2025
2025-09-09,Holiday Special,Google Ads,North America,16796,528,1391.46,12,575.75,3.14,2.64,115.95,0.41,September 2025,Q3 2025
2025-09-09,Holiday Special,Google Ads,Europe,26724,736,770.06,32,1532.39,2.75,1.05,24.06,1.99,September 2025,Q3 2025
2025-09-09,Holiday Special,Facebook Ads,North America,75333,3561,5314.93,89,3216.26,4.73,1.49,59.72,0.61,September 2025,Q3 2025
2025-09-09,Holiday Special,Facebook Ads,Europe,45634,2062,3993.99,44,2098.21,4.52,1.94,90.77,0.53,September 2025,Q3 2025
2025-09-09,Holiday Special,Instagram Ads,North America,32207,1226,3655.98,34,1289.14,3.81,2.98,107.53,0.35,September 2025,Q3 2025
2025-09-09,Holiday Special,Instagram Ads,Europe,71035,2784,7532.52,167,4987.1,3.92,2.71,45.1,0.66,September 2025,Q3 2025
2025-09-09,Back to School,Google Ads,North America,82124,1837,4701.76,142,5704.05,2.24,2.56,33.11,1.21,September 2025,Q3 2025
2025-09-09,Back to School,Google Ads,Europe,45820,1978,1189.56,143,6644.91,4.32,0.6,8.32,5.59,September 2025,Q3 2025
2025-09-09,Back to School,Facebook Ads,North America,56737,827,1207.09,39,1408.62,1.46,1.46,30.95,1.17,September 2025,Q3 2025
2025-09-09,Back to School,Facebook Ads,Europe,20651,660,1815.53,29,1216.0,3.2,2.75,62.6,0.67,September 2025,Q3 2025
2025-09-09,Back to School,Instagram Ads,North America,34306,829,2366.23,49,1670.7,2.42,2.85,48.29,0.71,September 2025,Q3 2025
2025-09-09,Back to School,Instagram Ads,Europe,20058,680,1193.66,19,1123.08,3.39,1.76,62.82,0.94,September 2025,Q3 2025
2025-09-10,Summer Sale 2024,Google Ads,North America,74200,2560,6871.67,162,7384.53,3.45,2.68,42.42,1.07,September 2025,Q3 2025
2025-09-10,Summer Sale 2024,Google Ads,Europe,81975,3508,7848.12,182,6834.49,4.28,2.24,43.12,0.87,September 2025,Q3 2025
2025-09-10,Summer Sale 2024,Facebook Ads,North America,12282,361,701.42,8,372.79,2.94,1.94,87.68,0.53,September 2025,Q3 2025
2025-09-10,Summer Sale 2024,Facebook Ads,Europe,82982,3540,2366.35,153,5312.66,4.27,0.67,15.47,2.25,September 2025,Q3 2025
2025-09-10,Summer Sale 2024,Instagram Ads,North America,27514,748,1632.45,27,1485.16,2.72,2.18,60.46,0.91,September 2025,Q3 2025
2025-09-10,Summer Sale 2024,Instagram Ads,Europe,46027,876,1279.48,41,1570.05,1.9,1.46,31.21,1.23,September 2025,Q3 2025
2025-09-10,Holiday Special,Google Ads,North America,62395,2911,4591.99,113,3010.71,4.67,1.58,40.64,0.66,September 2025,Q3 2025
2025-09-10,Holiday Special,Google Ads,Europe,76677,2930,6507.57,124,7032.34,3.82,2.22,52.48,1.08,September 2025,Q3 2025
2025-09-10,Holiday Special,Facebook Ads,North America,98503,1637,3461.19,37,1749.23,1.66,2.11,93.55,0.51,September 2025,Q3 2025
2025-09-10,Holiday Special,Facebook Ads,Europe,27297,968,1308.26,23,548.34,3.55,1.35,56.88,0.42,September 2025,Q3 2025
2025-09-10,Holiday Special,Instagram Ads,North America,57498,1290,2828.71,72,2351.27,2.24,2.19,39.29,0.83,September 2025,Q3 2025
2025-09-10,Holiday Special,Instagram Ads,Europe,27438,1029,876.07,50,1953.77,3.75,0.85,17.52,2.23,September 2025,Q3 2025
2025-09-10,Back to School,Google Ads,North America,52359,2570,4702.54,72,3157.71,4.91,1.83,65.31,0.67,September 2025,Q3 2025
2025-09-10,Back to School,Google Ads,Europe,47226,1205,1084.58,25,1085.68,2.55,0.9,43.38,1.0,September 2025,Q3 2025
2025-09-10,Back to School,Facebook Ads,North America,89674,1424,2448.75,39,1593.65,1.59,1.72,62.79,0.65,September 2025,Q3 2025
2025-09-10,Back to School,Facebook Ads,Europe,83851,1891,5145.43,106,5905.15,2.26,2.72,48.54,1.15,September 2025,Q3 2025
2025-09-10,Back to School,Instagram Ads,North America,81675,2598,1871.87,146,6543.28,3.18,0.72,12.82,3.5,September 2025,Q3 2025
2025-09-10,Back to School,Instagram Ads,Europe,11932,377,906.59,26,1273.28,3.16,2.4,34.87,1.4,September 2025,Q3 2025
2025-09-11,Summer Sale 2024,Google Ads,North America,60098,1457,3740.17,91,4122.75,2.42,2.57,41.1,1.1,September 2025,Q3 2025
2025-09-11,Summer Sale 2024,Google Ads,Europe,92302,1920,5598.8,102,3241.46,2.08,2.92,54.89,0.58,September 2025,Q3 2025
2025-09-11,Summer Sale 2024,Facebook Ads,North America,85250,1415,2769.81,113,5451.57,1.66,1.96,24.51,1.97,September 2025,Q3 2025
2025-09-11,Summer Sale 2024,Facebook Ads,Europe,23283,607,1811.66,44,1822.52,2.61,2.98,41.17,1.01,September 2025,Q3 2025
2025-09-11,Summer Sale 2024,Instagram Ads,North America,84965,2784,5711.8,89,3590.87,3.28,2.05,64.18,0.63,September 2025,Q3 2025
2025-09-11,Summer Sale 2024,Instagram Ads,Europe,45428,1441,1540.97,112,4921.34,3.17,1.07,13.76,3.19,September 2025,Q3 2025
2025-09-11,Holiday Special,Google Ads,North America,11140,378,523.02,17,649.65,3.39,1.38,30.77,1.24,September 2025,Q3 2025
2025-09-11,Holiday Special,Google Ads,Europe,11207,235,632.79,18,823.62,2.1,2.69,35.16,1.3,September 2025,Q3 2025
2025-09-11,Holiday Special,Facebook Ads,North America,76418,2178,6430.48,106,5040.59,2.85,2.95,60.66,0.78,September 2025,Q3 2025
2025-09-11,Holiday Special,Facebook Ads,Europe,82805,2558,4877.54,118,6544.16,3.09,1.91,41.34,1.34,September 2025,Q3 2025
2025-09-11,Holiday Special,Instagram Ads,North America,61098,1860,3219.31,101,5750.9,3.04,1.73,31.87,1.79,September 2025,Q3 2025
2025-09-11,Holiday Special,Instagram Ads,Europe,16142,543,1366.45,26,1082.41,3.36,2.52,52.56,0.79,September 2025,Q3 2025
2025-09-11,Back to School,Google Ads,North America,58456,723,367.23,42,1460.24,1.24,0.51,8.74,3.98,September 2025,Q3 2025
2025-09-11,Back to School,Google Ads,Europe,50510,2290,3711.63,115,4261.41,4.53,1.62,32.28,1.15,September 2025,Q3 2025
2025-09-11,Back to School,Facebook Ads,North America,34045,641,1496.78,42,1923.18,1.88,2.34,35.64,1.28,September 2025,Q3 2025
2025-09-11,Back to School,Facebook Ads,Europe,36943,811,1132.8,55,3068.75,2.2,1.4,20.6,2.71,September 2025,Q3 2025
2025-09-11,Back to School,Instagram Ads,North America,62887,2472,4502.61,167,9534.47,3.93,1.82,26.96,2.12,September 2025,Q3 2025
2025-09-11,Back to School,Instagram Ads,Europe,96156,3859,9347.68,229,7008.4,4.01,2.42,40.82,0.75,September 2025,Q3 2025
2025-09-12,Summer Sale 2024,Google Ads,North America,21390,970,2182.58,25,1509.9,4.53,2.25,87.3,0.69,September 2025,Q3 2025
2025-09-12,Summer Sale 2024,Google Ads,Europe,58511,2193,1230.81,84,3195.23,3.75,0.56,14.65,2.6,September 2025,Q3 2025
2025-09-12,Summer Sale 2024,Facebook Ads,North America,34322,1211,2352.49,74,3619.05,3.53,1.94,31.79,1.54,September 2025,Q3 2025
2025-09-12,Summer Sale 2024,Facebook Ads,Europe,81312,2441,6069.03,152,8045.26,3.0,2.49,39.93,1.33,September 2025,Q3 2025
2025-09-12,Summer Sale 2024,Instagram Ads,North America,56092,2057,2114.15,147,4273.88,3.67,1.03,14.38,2.02,September 2025,Q3 2025
2025-09-12,Summer Sale 2024,Instagram Ads,Europe,80263,2103,5815.38,82,3068.81,2.62,2.77,70.92,0.53,September 2025,Q3 2025
2025-09-12,Holiday Special,Google Ads,North America,38454,732,1538.07,57,1622.84,1.9,2.1,26.98,1.06,September 2025,Q3 2025
2025-09-12,Holiday Special,Google Ads,Europe,99400,4014,3892.0,253,14428.87,4.04,0.97,15.38,3.71,September 2025,Q3 2025
2025-09-12,Holiday Special,Facebook Ads,North America,98607,2758,5418.54,158,7441.26,2.8,1.96,34.29,1.37,September 2025,Q3 2025
2025-09-12,Holiday Special,Facebook Ads,Europe,90909,2593,2817.64,99,3968.28,2.85,1.09,28.46,1.41,September 2025,Q3 2025
2025-09-12,Holiday Special,Instagram Ads,North America,56101,1825,1459.79,136,5174.16,3.25,0.8,10.73,3.54,September 2025,Q3 2025
2025-09-12,Holiday Special,Instagram Ads,Europe,22237,1006,2574.8,63,3815.97,4.52,2.56,40.87,1.48,September 2025,Q3 2025
2025-09-12,Back to School,Google Ads,North America,17016,679,878.6,13,503.6,3.99,1.29,67.58,0.57,September 2025,Q3 2025
2025-09-12,Back to School,Google Ads,Europe,78703,2655,7272.89,146,6592.45,3.37,2.74,49.81,0.91,September 2025,Q3 2025
2025-09-12,Back to School,Facebook Ads,North America,89623,909,1015.41,58,2228.29,1.01,1.12,17.51,2.19,September 2025,Q3 2025
2025-09-12,Back to School,Facebook Ads,Europe,29008,440,841.48,31,1300.84,1.52,1.91,27.14,1.55,September 2025,Q3 2025
2025-09-12,Back to School,Instagram Ads,North America,15571,647,1766.1,29,1239.38,4.16,2.73,60.9,0.7,September 2025,Q3 2025
2025-09-12,Back to School,Instagram Ads,Europe,42441,496,948.14,37,1944.74,1.17,1.91,25.63,2.05,September 2025,Q3 2025
2025-09-13,Summer Sale 2024,Google Ads,North America,54760,2089,1067.29,62,3388.55,3.81,0.51,17.21,3.17,September 2025,Q3 2025
2025-09-13,Summer Sale 2024,Google Ads,Europe,68272,1443,1189.03,87,4990.43,2.11,0.82,13.67,4.2,September 2025,Q3 2025
2025-09-13,Summer Sale 2024,Facebook Ads,North America,64040,1403,1071.07,93,3777.56,2.19,0.76,11.52,3.53,September 2025,Q3 2025
2025-09-13,Summer Sale 2024,Facebook Ads,Europe,27508,823,1203.88,59,2737.47,2.99,1.46,20.4,2.27,September 2025,Q3 2025
2025-09-13,Summer Sale 2024,Instagram Ads,North America,76914,2177,2225.34,91,3632.59,2.83,1.02,24.45,1.63,September 2025,Q3 2025
2025-09-13,Summer Sale 2024,Instagram Ads,Europe,95992,1674,3147.41,75,3264.16,1.74,1.88,41.97,1.04,September 2025,Q3 2025
2025-09-13,Holiday Special,Google Ads,North America,90769,1677,3594.45,81,3423.85,1.85,2.14,44.38,0.95,September 2025,Q3 2025
2025-09-13,Holiday Special,Google Ads,Europe,86396,3469,2046.18,151,7346.34,4.02,0.59,13.55,3.59,September 2025,Q3 2025
2025-09-13,Holiday Special,Facebook Ads,North America,57377,2265,6651.13,52,2161.43,3.95,2.94,127.91,0.32,September 2025,Q3 2025
2025-09-13,Holiday Special,Facebook Ads,Europe,64336,2934,3575.15,123,7951.57,4.56,1.22,29.07,2.22,September 2025,Q3 2025
2025-09-13,Holiday Special,Instagram Ads,North America,83016,3564,8749.76,187,8972.97,4.29,2.46,46.79,1.03,September 2025,Q3 2025
2025-09-13,Holiday Special,Instagram Ads,Europe,38172,960,1289.63,20,773.02,2.51,1.34,64.48,0.6,September 2025,Q3 2025
2025-09-13,Back to School,Google Ads,North America,49779,2387,1381.01,153,7893.32,4.8,0.58,9.03,5.72,September 2025,Q3 2025
2025-09-13,Back to School,Google Ads,Europe,64131,666,1105.72,51,2154.49,1.04,1.66,21.68,1.95,September 2025,Q3 2025
2025-09-13,Back to School,Facebook Ads,North America,95179,2465,5930.23,116,4215.59,2.59,2.41,51.12,0.71,September 2025,Q3 2025
2025-09-13,Back to School,Facebook Ads,Europe,87403,4286,3488.27,90,3402.68,4.9,0.81,38.76,0.98,September 2025,Q3 2025
2025-09-13,Back to School,Instagram Ads,North America,81354,2058,2920.99,63,1645.67,2.53,1.42,46.36,0.56,September 2025,Q3 2025
2025-09-13,Back to School,Instagram Ads,Europe,39336,1609,2888.0,65,2453.66,4.09,1.79,44.43,0.85,September 2025,Q3 2025
2025-09-14,Summer Sale 2024,Google Ads,North America,30093,987,1895.27,59,3261.33,3.28,1.92,32.12,1.72,September 2025,Q3 2025
2025-09-14,Summer Sale 2024,Google Ads,Europe,63554,695,1908.75,46,2130.31,1.09,2.75,41.49,1.12,September 2025,Q3 2025
2025-09-14,Summer Sale 2024,Facebook Ads,North America,57832,1251,1273.19,36,1727.24,2.16,1.02,35.37,1.36,September 2025,Q3 2025
2025-09-14,Summer Sale 2024,Facebook Ads,Europe,12204,242,413.87,15,759.94,1.98,1.71,27.59,1.84,September 2025,Q3 2025
2025-09-14,Summer Sale 2024,Instagram Ads,North America,59067,727,2104.28,55,2770.4,1.23,2.89,38.26,1.32,September 2025,Q3 2025
2025-09-14,Summer Sale 2024,Instagram Ads,Europe,65835,2704,2737.67,171,7783.28,4.11,1.01,16.01,2.84,September 2025,Q3 2025
2025-09-14,Holiday Special,Google Ads,North America,70614,1103,2267.81,73,2473.64,1.56,2.06,31.07,1.09,September 2025,Q3 2025
2025-09-14,Holiday Special,Google Ads,Europe,65751,2330,3426.07,140,6645.11,3.54,1.47,24.47,1.94,September 2025,Q3 2025
2025-09-14,Holiday Special,Facebook Ads,North America,84218,3570,10240.5,143,6865.49,4.24,2.87,71.61,0.67,September 2025,Q3 2025
2025-09-14,Holiday Special,Facebook Ads,Europe,90360,3397,7559.15,257,16049.69,3.76,2.23,29.41,2.12,September 2025,Q3 2025
2025-09-14,Holiday Special,Instagram Ads,North America,15939,306,187.09,13,719.63,1.92,0.61,14.39,3.85,September 2025,Q3 2025
2025-09-14,Holiday Special,Instagram Ads,Europe,94703,2843,6251.9,69,2562.88,3.0,2.2,90.61,0.41,September 2025,Q3 2025
2025-09-14,Back to School,Google Ads,North America,74805,3526,8469.93,186,8053.47,4.71,2.4,45.54,0.95,September 2025,Q3 2025
2025-09-14,Back to School,Google Ads,Europe,47853,2132,3631.51,157,5001.91,4.46,1.7,23.13,1.38,September 2025,Q3 2025
2025-09-14,Back to School,Facebook Ads,North America,18811,822,2427.35,55,2238.92,4.37,2.95,44.13,0.92,September 2025,Q3 2025
2025-09-14,Back to School,Facebook Ads,Europe,38328,685,1971.82,54,2747.82,1.79,2.88,36.52,1.39,September 2025,Q3 2025
2025-09-14,Back to School,Instagram Ads,North America,83402,4107,7901.25,146,9525.49,4.92,1.92,54.12,1.21,September 2025,Q3 2025
2025-09-14,Back to School,Instagram Ads,Europe,40873,431,1109.17,27,846.94,1.05,2.57,41.08,0.76,September 2025,Q3 2025
2025-09-15,Summer Sale 2024,Google Ads,North America,38001,1441,2144.23,111,4892.62,3.79,1.49,19.32,2.28,September 2025,Q3 2025
2025-09-15,Summer Sale 2024,Google Ads,Europe,28793,837,1921.61,29,1421.53,2.91,2.3,66.26,0.74,September 2025,Q3 2025
2025-09-15,Summer Sale 2024,Facebook Ads,North America,98896,2801,6871.9,217,10985.23,2.83,2.45,31.67,1.6,September 2025,Q3 2025
2025-09-15,Summer Sale 2024,Facebook Ads,Europe,37691,395,206.43,16,786.76,1.05,0.52,12.9,3.81,September 2025,Q3 2025
2025-09-15,Summer Sale 2024,Instagram Ads,North America,79119,2538,6375.16,57,2285.73,3.21,2.51,111.84,0.36,September 2025,Q3 2025
2025-09-15,Summer Sale 2024,Instagram Ads,Europe,30022,1175,867.74,53,2633.36,3.91,0.74,16.37,3.03,September 2025,Q3 2025
2025-09-15,Holiday Special,Google Ads,North America,95867,3498,2785.31,130,6817.45,3.65,0.8,21.43,2.45,September 2025,Q3 2025
2025-09-15,Holiday Special,Google Ads,Europe,77712,916,2200.71,38,1641.13,1.18,2.4,57.91,0.75,September 2025,Q3 2025
2025-09-15,Holiday Special,Facebook Ads,North America,19171,261,151.78,6,167.72,1.36,0.58,25.3,1.1,September 2025,Q3 2025
2025-09-15,Holiday Special,Facebook Ads,Europe,63521,3156,4626.09,171,6972.45,4.97,1.47,27.05,1.51,September 2025,Q3 2025
2025-09-15,Holiday Special,Instagram Ads,North America,76641,2779,3059.67,87,2587.14,3.63,1.1,35.17,0.85,September 2025,Q3 2025
2025-09-15,Holiday Special,Instagram Ads,Europe,96120,1840,5319.07,53,2402.27,1.91,2.89,100.36,0.45,September 2025,Q3 2025
2025-09-15,Back to School,Google Ads,North America,74503,1586,4561.57,87,5634.5,2.13,2.88,52.43,1.24,September 2025,Q3 2025
2025-09-15,Back to School,Google Ads,Europe,32626,752,1954.56,21,616.51,2.3,2.6,93.07,0.32,September 2025,Q3 2025
2025-09-15,Back to School,Facebook Ads,North America,90070,4121,11811.37,303,17910.48,4.58,2.87,38.98,1.52,September 2025,Q3 2025
2025-09-15,Back to School,Facebook Ads,Europe,84601,3854,7173.31,124,5077.29,4.56,1.86,57.85,0.71,September 2025,Q3 2025
2025-09-15,Back to School,Instagram Ads,North America,49464,1079,2141.28,23,717.34,2.18,1.98,93.1,0.34,September 2025,Q3 2025
2025-09-15,Back to School,Instagram Ads,Europe,73353,3493,6173.18,155,9121.98,4.76,1.77,39.83,1.48,September 2025,Q3 2025
2025-09-16,Summer Sale 2024,Google Ads,North America,55095,655,1517.55,43,2390.16,1.19,2.32,35.29,1.58,September 2025,Q3 2025
2025-09-16,Summer Sale 2024,Google Ads,Europe,26673,1201,2219.13,44,1768.63,4.5,1.85,50.43,0.8,September 2025,Q3 2025
2025-09-16,Summer Sale 2024,Facebook Ads,North America,53884,619,507.37,40,1529.72,1.15,0.82,12.68,3.01,September 2025,Q3 2025
2025-09-16,Summer Sale 2024,Facebook Ads,Europe,98454,1786,938.05,82,3718.0,1.81,0.53,11.44,3.96,September 2025,Q3 2025
2025-09-16,Summer Sale 2024,Instagram Ads,North America,67727,681,1582.21,53,2745.07,1.01,2.32,29.85,1.73,September 2025,Q3 2025
2025-09-16,Summer Sale 2024,Instagram Ads,Europe,70142,1868,4478.85,105,3518.77,2.66,2.4,42.66,0.79,September 2025,Q3 2025
2025-09-16,Holiday Special,Google Ads,North America,70957,1632,3723.5,112,4524.5,2.3,2.28,33.25,1.22,September 2025,Q3 2025
2025-09-16,Holiday Special,Google Ads,Europe,17214,727,2153.48,47,1581.33,4.22,2.96,45.82,0.73,September 2025,Q3 2025
2025-09-16,Holiday Special,Facebook Ads,North America,38884,1232,1076.77,52,3118.63,3.17,0.87,20.71,2.9,September 2025,Q3 2025
2025-09-16,Holiday Special,Facebook Ads,Europe,57135,953,2336.36,52,2077.63,1.67,2.45,44.93,0.89,September 2025,Q3 2025
2025-09-16,Holiday Special,Instagram Ads,North America,62874,2209,3765.61,92,4273.03,3.51,1.7,40.93,1.13,September 2025,Q3 2025
2025-09-16,Holiday Special,Instagram Ads,Europe,21156,685,1679.5,42,2096.42,3.24,2.45,39.99,1.25,September 2025,Q3 2025
2025-09-16,Back to School,Google Ads,North America,12610,312,883.68,21,1172.21,2.47,2.83,42.08,1.33,September 2025,Q3 2025
2025-09-16,Back to School,Google Ads,Europe,77450,3263,2626.96,89,4891.02,4.21,0.81,29.52,1.86,September 2025,Q3 2025
2025-09-16,Back to School,Facebook Ads,North America,43276,1924,2280.28,131,5163.62,4.45,1.19,17.41,2.26,September 2025,Q3 2025
2025-09-16,Back to School,Facebook Ads,Europe,47125,1725,1540.97,46,1563.93,3.66,0.89,33.5,1.01,September 2025,Q3 2025
2025-09-16,Back to School,Instagram Ads,North America,51520,2013,3835.13,154,3247.44,3.91,1.91,24.9,0.85,September 2025,Q3 2025
2025-09-16,Back to School,Instagram Ads,Europe,54814,1659,2435.57,123,5442.9,3.03,1.47,19.8,2.23,September 2025,Q3 2025
2025-09-17,Summer Sale 2024,Google Ads,North America,51328,565,1467.58,11,328.03,1.1,2.6,133.42,0.22,September 2025,Q3 2025
2025-09-17,Summer Sale 2024,Google Ads,Europe,37962,1140,2582.65,59,2444.35,3.0,2.27,43.77,0.95,September 2025,Q3 2025
2025-09-17,Summer Sale 2024,Facebook Ads,North America,20578,559,711.1,27,1328.55,2.72,1.27,26.34,1.87,September 2025,Q3 2025
2025-09-17,Summer Sale 2024,Facebook Ads,Europe,66408,1081,1377.7,40,1678.82,1.63,1.27,34.44,1.22,September 2025,Q3 2025
2025-09-17,Summer Sale 2024,Instagram Ads,North America,74887,3194,5601.6,77,3793.11,4.27,1.75,72.75,0.68,September 2025,Q3 2025
2025-09-17,Summer Sale 2024,Instagram Ads,Europe,21889,948,2621.43,19,820.19,4.33,2.77,137.97,0.31,September 2025,Q3 2025
2025-09-17,Holiday Special,Google Ads,North America,47327,781,755.45,16,523.7,1.65,0.97,47.22,0.69,September 2025,Q3 2025
2025-09-17,Holiday Special,Google Ads,Europe,26523,924,1233.66,59,2398.56,3.48,1.34,20.91,1.94,September 2025,Q3 2025
2025-09-17,Holiday Special,Facebook Ads,North America,82525,2824,3156.75,116,4934.81,3.42,1.12,27.21,1.56,September 2025,Q3 2025
2025-09-17,Holiday Special,Facebook Ads,Europe,96741,2253,1445.22,95,3691.48,2.33,0.64,15.21,2.55,September 2025,Q3 2025
2025-09-17,Holiday Special,Instagram Ads,North America,56220,2327,5430.56,62,3206.32,4.14,2.33,87.59,0.59,September 2025,Q3 2025
2025-09-17,Holiday Special,Instagram Ads,Europe,32931,695,827.6,31,1600.04,2.11,1.19,26.7,1.93,September 2025,Q3 2025
2025-09-17,Back to School,Google Ads,North America,35991,457,821.12,14,841.9,1.27,1.8,58.65,1.03,September 2025,Q3 2025
2025-09-17,Back to School,Google Ads,Europe,24256,578,863.55,20,777.33,2.38,1.49,43.18,0.9,September 2025,Q3 2025
2025-09-17,Back to School,Facebook Ads,North America,55833,1712,4023.89,99,6308.03,3.07,2.35,40.65,1.57,September 2025,Q3 2025
2025-09-17,Back to School,Facebook Ads,Europe,70710,1193,3356.87,28,1396.99,1.69,2.81,119.89,0.42,September 2025,Q3 2025
2025-09-17,Back to School,Instagram Ads,North America,78136,1069,2135.45,61,1952.26,1.37,2.0,35.01,0.91,September 2025,Q3 2025
2025-09-17,Back to School,Instagram Ads,Europe,29233,1115,1597.96,60,3197.84,3.81,1.43,26.63,2.0,September 2025,Q3 2025
2025-09-18,Summer Sale 2024,Google Ads,North America,22360,855,1731.39,33,1701.35,3.82,2.03,52.47,0.98,September 2025,Q3 2025
2025-09-18,Summer Sale 2024,Google Ads,Europe,39084,662,524.74,31,918.68,1.69,0.79,16.93,1.75,September 2025,Q3 2025
